movie_id,collection_id
10482,268014
28031,164394
15653,410261
844,287016
23985,142717
2463,206072
16874,426370
71138,103190
39872,103190
16234,379475
10706,10721
17208,105629
10751,95891
2899,2396
36243,374512
10726,86105
13899,192532
437,432
11178,473850
100973,118657
21707,101676
36222,192532
13984,386495
4689,4563
18248,308645
21041,24726
11430,94032
23986,142717
4326,279836
32250,1972
44203,1972
10891,91799
12540,430186
60672,3963
14245,14246
3177,16302
10855,309259
12140,23026
12496,377545
17457,192541
10361,11794
41070,371950
11838,1972
670,4563
12583,11794
9694,126580
22537,53154
10304,10522
9666,1972
9316,94589
11647,58588
10105,306063
83,86113
14310,58588
10320,14563
3396,475520
62276,107461
5889,101246
5460,52789
8357,476065
24674,264335
12597,8917
693,51509
11804,102777
18627,374509
34326,191023
23832,251858
11633,87800
12127,11875
11626,11875
42390,413937
27549,106000
26581,275873
11637,176118
12142,149704
8968,96937
661,295862
561,437628
10214,43072
3040,3106
44875,438087
12721,384920
27042,169851
2926,87631
258,185682
8016,256729
37601,108170
4551,91698
3115,374509
6593,374511
38148,221308
438,432
37988,101646
10040,93220
38155,385721
19545,374509
187,135179
47406,167691
9674,93369
16250,97919
10065,397842
13409,124879
11679,52785
24444,96887
46594,441443
9463,122952
1895,10
28423,259401
953,14740
12700,12263
9779,17368
18289,374511
272,263
15767,374512
11451,12087
11683,261590
42488,308465
20914,150954
39464,374509
4889,89188
9738,9744
1826,239766
1696,105625
40254,131780
6519,332357
11453,95664
11328,203910
22965,220448
9564,2396
9335,9518
17386,373538
10753,269098
11636,269098
7553,93731
8923,152544
647,140760
11968,174386
533,529
32237,131780
9763,110177
15493,206921
38828,109082
1656,1657
215,656
10915,409026
8274,298820
26845,65249
18994,65249
1951,1952
259,185682
25,285564
23220,123724
9885,268098
9392,87258
674,1241
7010,321061
3124,123720
411,420
14695,378268
43118,426985
21040,24726
36775,157890
9641,114783
9568,117952
6935,107471
20641,97919
4550,4563
10045,85946
168705,97307
1690,86578
10982,87255
834,2326
39345,8819
21519,189159
39788,140126
24580,123726
11246,8917
52728,161766
7295,387618
7509,7505
36768,148324
11183,52835
11565,44979
11283,35792
16452,157626
9286,8864
12096,130440
33061,123218
9975,55428
10053,276838
9682,124188
18747,159613
14609,286904
950,8354
15590,86334
18009,19285
19286,19285
19287,19285
18011,19285
1379,8385
9792,8918
11573,937
46828,937
10292,52760
3093,86336
4257,4246
588,64748
8982,251970
956,87359
31506,158038
42512,158038
34019,377545
591,115776
36668,748
920,87118
58,295
2295,182813
10007,296872
8997,166376
10947,87253
27320,203178
9615,9485
9513,86115
10770,351721
1452,8537
36576,937
33005,10721
32740,246091
54111,131780
1593,85943
1948,64751
9762,86092
15049,417491
58311,156240
18672,44917
32761,278467
5721,294834
12094,17178
15997,19163
7484,66761
10781,425175
1975,1974
8975,166373
10070,98430
3683,261382
5890,101246
214,656
43071,266846
14620,52749
13767,53159
36557,645
9836,92012
15152,91588
14457,297371
10032,43220
22440,221539
17604,123717
15077,159613
1246,1575
12795,102008
14277,123438
33583,167691
1251,261382
5393,141084
1931,160727
9992,85817
8275,298820
11578,11582
11972,11582
36878,84923
36877,84923
13365,95051
51863,95051
50754,95051
7516,96680
9966,164395
1248,9743
14761,376970
9965,93791
13127,436982
9958,101385
1250,90306
13185,159603
26655,363014
11841,108125
83980,240690
11945,187089
5691,167691
10845,285130
15582,43066
11330,203910
10942,10441
7006,102777
8965,100965
14624,269190
1271,125570
9793,8918
20527,377545
10172,176118
10294,86112
1987,278467
1268,103372
14636,375228
559,556
20553,95051
14240,254636
2269,3106
11798,376863
1562,1565
810,2150
285,295
14208,85890
14207,85890
24200,378453
298,304
39465,374511
12561,374511
36679,374511
1691,86578
22049,325798
9408,436295
1979,9744
1991,339577
11211,430186
9815,110177
12695,33071
1571,1570
2698,124949
1858,8650
675,1241
13491,86797
2503,31562
34588,369380
2701,2704
17350,442352
5174,90863
14144,228887
2082,126209
1845,138908
45211,353754
2335,211721
1992,339577
14348,45355
7737,17255
4517,100286
4520,262011
4513,91660
17202,143588
663,656
48301,108125
7347,119581
18442,140758
5817,356437
13363,464270
16768,45355
1620,390096
6477,167613
7249,13800
13186,52985
13348,113679
20567,472781
15495,264339
6637,52984
440,115762
6076,215456
69315,91697
8329,74508
2312,122922
11908,124901
6933,126580
7555,5039
9030,264335
11253,17235
13054,286177
8328,86092
13025,261590
13016,96682
10797,238419
28260,101471
155,263
18070,308645
8456,96676
19333,374509
36223,385720
10488,232844
1266,124881
13335,30663
9017,108804
38661,65249
40044,65249
40214,65249
40045,65249
8617,123255
1726,131292
8681,135483
13001,44215
8277,298820
2454,420
217,84
4564,50457
9502,77816
3687,314917
8909,462400
23676,369005
10748,12077
12889,13800
13205,87250
8359,25542
13675,363015
11631,458558
9010,76291
88751,72547
15840,289288
15830,289288
16007,102019
11802,118828
12914,44215
14154,151263
8836,19387
10898,33085
13541,108502
11910,108502
1735,1733
12289,96677
10188,17368
13649,87253
10483,86116
13515,105324
13564,248339
15206,127280
43177,280539
16456,9436
12683,149704
3097,3292
11874,266731
71206,321065
32620,434270
25741,141615
13812,123932
13489,109076
41474,102128
41477,102128
16068,10441
15289,10441
11887,87253
13253,13800
10527,14740
36073,476063
10764,645
14943,192174
13655,148055
11917,656
12525,10893
14405,87256
17099,158376
36571,124492
36572,124492
32862,124930
8966,33514
13387,9518
15026,280562
14447,529
28148,373538
8881,86774
8880,86774
11127,10522
3054,157890
9050,9046
86082,158365
79090,158365
112912,158365
36573,124492
159849,158365
34812,201061
16268,201061
13180,96682
14306,230532
31047,59235
25528,91945
13690,66761
14756,70068
35945,174218
86084,158365
26235,251383
13635,85945
14435,264437
12437,2326
162865,158365
18543,48190
21029,48190
15227,195646
14560,328372
1977,1974
36764,148324
15060,13800
14711,96661
5677,47627
15105,93731
15268,261203
13207,9735
14853,122017
15159,130440
42818,156152
43873,156152
43146,156152
18781,169740
80314,477050
16353,94589
15472,24761
30155,110041
31273,138163
16258,52749
9841,286006
31132,183256
13804,9485
35022,457550
45965,457550
45882,265782
15092,64751
38872,183256
2080,453993
13475,115575
38464,413661
11160,10964
15384,96677
17124,33059
17532,178106
13448,115776
534,528
18360,85943
8211,240156
8429,256729
21832,96850
14003,140612
15588,91588
28677,146534
18785,86119
37024,165743
34300,330555
58018,261240
14451,286038
18061,374386
27085,211753
19508,373918
75015,75014
8373,8650
8355,8354
37021,165743
47104,324149
18901,26863
14728,85890
16911,350836
767,1241
10353,52888
9592,86113
23964,261526
53868,115142
21407,165369
14869,135468
17134,221622
50719,256296
17285,353708
15137,210303
37047,190135
13797,98430
677,404148
685,404148
92011,109044
18759,223564
15641,86112
26914,123218
35203,164394
24150,126209
5060,37261
15809,152544
18120,141448
17618,158643
19912,8864
22794,177467
17455,8917
12699,8917
23827,41437
44685,190135
71041,378025
22804,656
22821,87186
32834,368982
70555,378025
85715,441443
105077,91697
18239,33514
1284,2248
25716,192174
15400,282246
23951,113679
37190,201778
129417,175722
19995,87096
10528,102322
13988,25410
23398,167613
26123,298820
148536,175722
33613,24761
20551,330555
26961,107949
81895,209739
21521,189159
25602,244242
2395,2396
17911,264481
13382,242587
13358,195441
15255,117777
51429,472781
13522,86797
33395,38451
42137,454520
40724,94035
24253,24761
15324,475511
32657,179919
27561,101385
15357,85946
18489,475520
23023,222634
10664,74508
28739,201576
12155,261307
20618,96679
16763,166378
59719,145901
29426,261590
31723,86668
5753,379920
32688,380006
42342,46082
23048,313576
10191,89137
22582,458017
28510,10713
33421,478628
21467,76291
109572,145901
10469,76291
18823,86780
23483,179892
16686,97156
15973,97156
13417,178117
22488,97919
15323,475511
33217,86110
20478,378268
17960,277739
129689,314042
33501,168618
36325,142182
21036,211075
37169,96671
42476,375886
64651,119234
23104,124930
64576,119234
10138,131292
4180,12141
125271,435347
23437,8581
37565,12077
261538,435347
253232,435347
26962,264434
30913,429234
37786,50457
10241,104068
38318,23170
13058,159603
34480,87258
10193,10194
48636,173628
41142,463068
10192,2150
38780,283417
51138,168618
40819,123218
24021,33514
208478,33878
39129,330555
34851,399
20352,86066
38365,180546
16304,107725
35019,35792
31203,303872
37472,70068
45322,259027
28426,259401
27578,126125
43593,104830
16346,246839
42194,294172
31443,257899
28609,425164
38358,177675
14158,17178
40663,225543
23631,210006
41233,86092
206145,360342
40264,278920
28938,220872
35791,17255
45162,290933
33909,52783
39691,87014
41486,102128
41482,102128
59581,89959
43933,306926
46812,109076
14088,14095
16290,17178
39312,295777
42941,91660
39514,163902
11389,11118
4729,10517
41436,41437
38234,117777
11391,11118
41439,656
49953,166844
61755,324371
79591,369005
48466,2150
114444,167716
12444,1241
38757,463959
44687,158373
110115,167716
26769,376970
14463,129293
24837,395556
10140,420
28155,256297
48395,412736
43919,124901
50241,331475
20526,63043
49684,256297
54178,201548
40649,264434
15740,461937
13246,322330
39451,51509
1361,141290
48748,441682
42323,395466
54430,438087
23508,429234
30914,429234
56402,188202
43209,94589
45284,385528
29670,101646
31654,297143
46787,53043
63578,309300
22843,210303
43947,219691
60213,266846
54293,96682
117258,264338
12536,9888
46441,105324
92332,189295
20993,218293
58764,461755
27582,280504
60290,266846
60221,266846
9706,93369
22620,86860
53358,386495
47533,86860
47931,119581
15362,85945
38322,44979
103751,463068
45715,426370
11406,344936
16140,102019
49018,228446
20329,102019
13190,56005
60307,86110
10408,74083
83651,473983
31408,473983
31402,473983
46523,124426
29920,154002
23521,432151
41446,2602
46195,229932
10195,131296
56780,166381
48415,150967
42709,256296
9511,215456
51497,9485
32654,146532
46849,264914
39410,171732
1679,374509
1865,295
45243,86119
23116,123438
3107,374509
42506,303969
51170,66761
76171,166379
49444,77816
49538,748
50507,87805
55763,148320
15766,374509
55761,148320
56272,86668
13378,282246
35688,143588
38356,8650
18928,353754
55754,148320
61546,281097
148314,148315
55756,148320
55759,148320
73884,120927
51540,280588
49013,87118
45690,261057
96105,362047
68029,142021
71982,151861
16900,118474
12445,1241
1771,131295
59115,123932
58897,303969
59566,89959
54540,87256
28039,201548
13931,137696
41513,134897
67636,151861
51765,151861
12819,241729
141055,362047
45839,433061
51620,86116
63943,159616
61791,173710
56832,99321
55779,8864
55465,30663
38774,89959
29484,89959
62385,314042
56288,86486
58151,230161
21786,86553
52015,473843
20441,164395
40016,225961
73358,260601
69798,279959
72914,386549
36236,421566
76684,419784
38543,259085
24428,86311
60935,479888
75969,220872
10005,98513
52297,129293
85766,129293
72571,41437
3966,177062
58233,86117
56122,421566
27769,168545
94336,165131
80607,432151
64328,256377
50619,33514
70590,286951
15157,437451
74135,99321
25834,114915
28118,129748
11625,94039
9369,94039
9642,94039
65759,92012
76163,126125
13396,394204
46020,370374
70160,131635
49026,263
49040,31562
58574,102322
42450,458697
30245,104202
56292,87359
55301,167613
24833,91657
74523,294187
62837,288491
57353,288235
52520,2326
74997,96671
71670,86578
93164,303969
58704,317299
57809,107465
85317,107465
50698,135466
48492,222639
65086,315560
72545,72547
53174,215452
29564,96680
74471,294226
71676,90306
52454,264481
71672,52985
77076,427956
18705,89959
38674,101385
74387,476961
64688,212562
79221,393126
35435,96666
44734,96666
57165,86780
26881,114431
10679,312977
71552,2806
94329,257960
28912,413946
36228,84785
85052,142015
74534,306937
86416,86414
61410,253537
67660,239430
15135,98430
13486,116669
84177,142182
61979,141649
73517,174995
14400,70764
41154,86055
58595,393379
27646,136218
70981,135416
111440,292068
61125,101646
85435,466004
80321,14740
65421,53043
43337,53043
39144,386410
39145,386410
22855,290933
55215,56005
116776,386410
39100,425164
13313,153010
39101,425164
13761,136214
72105,266672
77930,328247
39103,425164
24752,425164
39104,425164
34433,425164
1930,125574
39105,425164
23823,52985
57800,8354
25913,117693
59706,220448
84165,138908
44251,425164
39106,425164
39107,425164
14863,105995
56909,198697
39108,425164
39323,425189
34125,103291
16130,187734
80410,122922
39324,425189
68143,224011
18443,140758
13676,33085
37724,645
20106,297299
36996,257899
82650,86110
14128,55419
71668,104830
83660,105629
114150,306031
85341,123640
26505,85817
15895,48655
28218,48655
71679,17255
85339,123640
20069,259363
55723,158643
84348,207621
82675,135483
17165,23497
10089,467577
77269,113679
82507,357173
76492,185103
16387,275873
33390,38451
33391,38451
40709,165778
134371,166381
40075,48194
72391,230532
105210,385717
57089,87255
80280,74508
117691,244500
99770,2396
116167,95051
82990,41437
121823,161373
94348,142680
61012,64748
149763,324475
164753,245129
82690,404825
74545,86224
97430,334356
35683,338282
32694,255702
19139,110177
65851,17178
78049,116669
12594,135489
123025,248534
50620,33514
85446,86092
70584,8917
19274,205459
13679,338416
