movie_id,genre_id
298026,878
298026,80
298026,27
345637,16
336882,28
336882,18
336882,53
333555,35
333555,53
315868,18
334028,27
325039,18
325039,53
325039,27
361042,27
361042,10770
353257,28
353257,878
340275,10402
340275,18
340275,80
340275,35
348150,10770
348150,35
331836,35
366548,35
351694,14
351694,16
351694,35
300693,18
218275,18
323656,35
354072,10749
354072,18
339562,10749
339562,28
339562,18
318846,35
318846,18
321621,28
321621,53
321621,14
333088,35
340816,10749
340816,35
333968,18
347969,35
347969,37
338930,28
338930,53
332827,18
332827,10751
347497,10770
347497,99
347497,878
367735,35
371818,18
371818,10402
371818,10752
367551,28
367551,35
367551,878
324291,18
324291,35
332179,18
332179,10752
363683,99
339145,18
237584,53
207936,10402
207936,10749
207936,35
299145,18
334376,878
334376,16
326425,28
326425,53
303867,16
303867,35
303867,878
329833,35
368239,99
331351,80
331351,35
283596,35
283596,18
283596,53
338614,99
359983,10770
359983,16
359983,10751
357681,99
259694,35
259694,10749
348689,36
348689,28
348689,12
348689,18
302797,878
302797,27
302797,9648
347944,27
291537,99
372631,16
372631,14
319152,99
359746,99
323149,53
253286,53
253286,80
253286,18
341045,99
279690,53
279690,27
279690,35
279690,18
323968,878
323968,18
323968,14
284460,28
284460,35
284460,80
360551,80
360551,18
360551,9648
360551,53
359460,35
359460,80
359460,53
268854,18
346472,35
346472,18
346472,878
282070,878
282070,27
351819,10749
351819,35
373481,99
358532,18
358532,10770
340666,18
340666,53
339888,99
359204,99
345139,99
356483,53
356483,28
356483,27
356486,27
356486,35
274167,35
266294,35
363486,10751
363486,14
363486,10770
363486,10749
363486,18
348634,35
348634,10770
348634,10749
363484,10751
363484,10770
363482,10751
363482,10749
363482,10770
328848,10770
328848,9648
343284,35
343284,27
361751,10770
361751,9648
362886,10749
362886,10770
360604,10749
360604,10770
363476,10749
363476,18
363478,10751
363478,10770
363479,10749
363479,10770
363480,18
363480,10770
363483,10751
363483,10770
360603,10749
360603,10770
360603,35
366630,18
366630,10770
366631,10749
366631,10770
366018,10749
366018,10402
366018,10770
366018,35
336681,18
140300,28
140300,12
140300,16
140300,35
140300,10751
319089,99
343702,35
372981,28
372981,36
372981,18
320587,99
323929,35
323929,18
364833,35
364833,18
352209,18
350849,18
350849,10749
373976,35
344041,18
344041,53
362045,10752
362045,36
362045,10749
350845,10749
350845,18
315319,35
370835,18
370835,80
339934,99
373977,53
373977,10770
373977,878
373977,18
254736,18
347201,28
347201,16
347201,14
326415,27
342927,878
342927,28
342927,27
357940,80
357940,28
357940,18
300601,35
372821,18
